name;sum_pN;sum_pS;ratio;peg;old;desc;effector;secreted;Cg_bestHit;CSEP;pvalue;fdr;stars;eff_new;sec_new
gfam_10015;0.319131961065901;1.9405881474847;NA;1001.peg.1128;CT04_01128;GNAT family acetyltransferase;;;GLRG_07287T0;;1;1;ns;FALSE;FALSE
gfam_10016;0.206889417606289;2.34803026350117;NA;1001.peg.11676;CT04_11676;EC43 protein;;Yes;;EFF;1;1;ns;FALSE;FALSE
gfam_10018;18.8563732092568;24.0034290612945;0.785569976735644;1001.peg.3374;CT04_03374;L-asparaginase;;Yes;GLRG_09085T0;;0.00986496520872622;0.32544144740483;ns;FALSE;FALSE
gfam_10019;0.947567909033481;4.49775112443778;NA;1001.peg.6274;CT04_06274;hypothetical protein;;;;;0.787845579773486;1;ns;FALSE;FALSE
gfam_1001;1.15393491807062;2.0995800839832;NA;1001.peg.5620;CT04_05620;L-amino acid oxidase;;;GLRG_06406T0;;0.605549016099717;1;ns;FALSE;FALSE
gfam_10020;0;1.25;NA;1001.peg.2000;CT04_02000;ferric reductase transmembrane component 5;;;GLRG_03480T0;;1;1;ns;FALSE;TRUE
gfam_10021;1.99481865284974;7.27272727272727;NA;1001.peg.11956;CT04_11956;GDSL-like Lipase/Acylhydrolase;;Yes;GLRG_07704T0;;0.737822636392948;1;ns;FALSE;TRUE
gfam_10022;0;0;NA;1001.peg.6117;CT04_06117;C6 finger domain-containing protein;;;GLRG_10995T0;;1;1;ns;FALSE;TRUE
gfam_10024;7.99946670221985;20.0066688896299;0.399840010665956;2001.peg.2384;VDAG_02384T0;character(0);character(0);character(0);character(0);character(0);0.480580858927467;1;ns;FALSE;FALSE
gfam_10026;1.49981252343457;6.006006006006;NA;1001.peg.8989;CT04_08989;alcohol dehydrogenase;;;GLRG_08565T0;;0.885893933317536;1;ns;FALSE;FALSE
gfam_10027;0;0;NA;1001.peg.2548;CT04_02548;cytochrome P450;;Yes;GLRG_09494T0;;1;1;ns;FALSE;TRUE
gfam_10028;1.16049170463337;15.7181014998973;0.0738315441366093;1001.peg.2551;CT04_02551;ribonuclease E inhibitor RraA/dimethylmenaquinone methyltransferase (DlpA domain-containing);;;GLRG_10941T0;;0.994864694461731;1;ns;FALSE;TRUE
gfam_10029;0.648718780408693;1.41143260409315;NA;1001.peg.3426;CT04_03426;C6 zinc finger domain protein;;Yes;;;0.462152271218561;1;ns;FALSE;TRUE
gfam_1002;0;6.006006006006;NA;1001.peg.13070;CT04_13071;DNA polymerase Phi;;;GLRG_06457T0;;1;1;ns;FALSE;FALSE
gfam_10030;0.439154050618283;0.728066982162359;NA;1001.peg.3893;CT04_03893;cytochrome P450 71B25;;Yes;GLRG_06732T0;;1;1;ns;FALSE;FALSE
gfam_10032;4.41677280404944;7.52041675642858;NA;1001.peg.11554;CT04_11554;cupin domain protein;;;GLRG_01661T0;;0.403108822959169;1;ns;FALSE;FALSE
gfam_10033;0;4;NA;1001.peg.6144;CT04_06144;carboxypeptidase Y;;Yes;GLRG_08475T0;;1;1;ns;FALSE;FALSE
gfam_10034;0;0;NA;1001.peg.6140;CT04_06140;carboxypeptidase Y;;Yes;GLRG_07632T0;;1;1;ns;FALSE;TRUE
gfam_10035;0;0;NA;1003.peg.6312;CBS130_06312;character(0);character(0);character(0);character(0);character(0);1;1;ns;FALSE;FALSE
gfam_10036;0.449977501124944;0.42863266180883;NA;1001.peg.1632;CT04_01632;extracellular aldonolactonase protein (YkgB );;Yes;GLRG_08329T0;;1;1;ns;TRUE;TRUE
gfam_10037;1.71438367906738;8.99820035992801;NA;1001.peg.7647;CT04_07647;efflux pump antibiotic resistance;;;GLRG_07229T0;;0.834994247471004;1;ns;FALSE;TRUE
gfam_10038;0;0;NA;1001.peg.2469;CT04_02469;hypothetical protein;;;GLRG_04411T0;;1;1;ns;FALSE;TRUE
gfam_10039;2.90317898098418;17.1434694096218;0.169346058934533;1001.peg.1575;CT04_01575;shikimate quinate 5-protein;;;GLRG_07127T0;;0.932377033516413;1;ns;FALSE;FALSE
gfam_10040;0.774218523178167;14.3971205758848;0.0537759282557502;1001.peg.10908;CT04_10908;NmrA-like family protein;;;GLRG_09060T0;;0.990452563632119;1;ns;TRUE;TRUE
gfam_10041;2.57124491107778;0;NA;1001.peg.7088;CT04_07088;MFS multidrug transporter;;;GLRG_07104T0;;0.0189520908326872;0.463780331929839;ns;TRUE;TRUE
gfam_10043;0.749906261717285;0;NA;1001.peg.3865;CT04_03865;D-3-phosphoglycerate dehydrogenase;;;GLRG_05470T0;;0.266618469760858;1;ns;FALSE;FALSE
gfam_10044;1.12514064258032;2.39904038384646;NA;1001.peg.3868;CT04_03868;4-hydroxy-2-oxovalerate aldolase (|HpcH/HpaI aldolase);;;GLRG_01597T0;;0.605549016099717;1;ns;FALSE;FALSE
gfam_10045;1.79991000449978;2.57179597085298;NA;1001.peg.200;CT04_00200;sarcosine oxidase (fructosyl amino acid oxidase);;;GLRG_04225T0;;0.402206562393767;1;ns;FALSE;FALSE
gfam_10046;0.143711714301112;1.10206330741444;NA;1001.peg.9582;CT04_09582;hypothetical protein;;;;;1;1;ns;FALSE;TRUE
gfam_10047;4.84568791462359;3.81991814461119;NA;1001.peg.2250;CT04_02250;pisatin demethylase (benzoate 4-monooxygenase cytochrome P450);;;GLRG_09581T0;;0.0630349871401485;0.906044421928175;ns;FALSE;FALSE
gfam_10048;0.321508948665738;0.749344323716748;NA;1001.peg.3930;CT04_03930;enoyl-CoA hydratase isomerase family protein;;;GLRG_01788T0;;1;1;ns;FALSE;FALSE
gfam_10049;0.857081637025927;15.0037509377344;0.057124491107778;1001.peg.10288;CT04_10288;related to amidohydrolase;;;GLRG_00275T0;;0.992998231040645;1;ns;FALSE;TRUE
gfam_1004;0;0;NA;1001.peg.10466;CT04_10466;Zn(II)2Cys6 transcription factor;;;GLRG_06467T0;;1;1;ns;FALSE;TRUE
gfam_10050;0;0;NA;1001.peg.12916;CT04_12917;fungal specific transcription factor;;;GLRG_01575T0;;1;1;ns;FALSE;TRUE
gfam_10052;0.666666666666667;2;NA;1001.peg.1449;CT04_01449;hypothetical protein;;Yes;;;0.605553495205797;1;ns;FALSE;FALSE
gfam_10056;0;0;NA;1001.peg.11567;CT04_11567;hypothetical protein;;Yes;GLRG_07843T0;;1;1;ns;FALSE;FALSE
gfam_10057;0.449977501124944;0.42863266180883;NA;1001.peg.6810;CT04_06810;class III aminotransferase;;;GLRG_06802T0;;1;1;ns;FALSE;FALSE
gfam_10058;0.749906261717285;0;NA;1001.peg.11176;CT04_11176;cytochrome P450;;;GLRG_00910T0;;0.266618469760858;1;ns;FALSE;TRUE
gfam_10059;0;0;NA;1001.peg.11168;CT04_11168;allantoin transporter;;;GLRG_01846T0;;1;1;ns;FALSE;FALSE
gfam_1005;1;0;NA;1002.peg.6449;CBS495_06449;character(0);character(0);character(0);character(0);character(0);0.266615693829889;1;ns;FALSE;FALSE
gfam_10060;0.749906261717285;0;NA;1001.peg.11173;CT04_11173;MFS transporter;;;GLRG_05538T0;;0.266618469760858;1;ns;FALSE;TRUE
gfam_10061;0.397035468501853;22.0949263502455;0.0179695312040468;1001.peg.5867;CT04_05867;related to cercosporin resistance protein (Zn(II)2Cys6 transcription factor);;;GLRG_11871T0;;1;1;ns;FALSE;FALSE
gfam_10062;0.480019200768031;2.30733733271804;NA;1001.peg.5871;CT04_05871;cytochrome b2 (glycolate oxidase);;;GLRG_02804T0;;1;1;ns;FALSE;FALSE
gfam_10063;2.14271800532433;19.1345944770602;0.111981364846439;1001.peg.12048;CT04_12048;MFS multidrug transporter;;;GLRG_05081T0;;0.987173480932791;1;ns;FALSE;TRUE
gfam_10064;0;7.71538791255894;NA;1001.peg.5058;CT04_05058;DUF1479 domain protein;;;GLRG_11412T0;;1;1;ns;FALSE;FALSE
gfam_10065;0.230760355370947;3.000300030003;NA;1001.peg.5059;CT04_05059;;;;;;1;1;ns;FALSE;FALSE
gfam_10066;2.84270372710044;0;NA;1001.peg.4491;CT04_04491;related to fusarubin cluster-esterase;;Yes;GLRG_09652T0;;0.0189520908326872;0.463780331929839;ns;FALSE;TRUE
gfam_10067;0;12.012012012012;0;1001.peg.4481;CT04_04481;fungal specific transcription factor;;;GLRG_01836T0;;1;1;ns;FALSE;FALSE
gfam_1006;0.974279033515199;8.44594594594594;NA;1001.peg.11706;CT04_11706;dihydroxyacid dehydratase;;;GLRG_06545T0;;0.938629028938677;1;ns;FALSE;FALSE
gfam_10070;78.0664304755117;127.797191413626;0.610861863331904;0005.peg.9653;CH063_09653T0;character(0);character(0);character(0);character(0);character(0);0.000287129803108926;0.027651470129702;*;FALSE;FALSE
gfam_10071;1.6;0;NA;1001.peg.3724;CT04_03724;hypothetical protein;;;GLRG_01896T0;;0.0710846683031545;0.906044421928175;ns;FALSE;FALSE
gfam_10072;12.582278927771;33.8733431516937;0.371450756172023;0005.peg.4336;CH063_04336T0;character(0);character(0);character(0);character(0);character(0);0.493720407705684;1;ns;FALSE;FALSE
gfam_10073;0;1.66611129623459;NA;1001.peg.2198;CT04_02198;beta-glucosidase D protein;;Yes;GLRG_10665T0;;1;1;ns;FALSE;TRUE
gfam_10074;3.20337093187292;6.0701240493374;NA;1001.peg.750;CT04_00750;alkaline serine protease Alp1;;Yes;GLRG_05319T0;;0.445810334397707;1;ns;FALSE;FALSE
gfam_10076;1.80727246439673;3.52920416446091;NA;1001.peg.1447;CT04_01447;fumarylacetoacetate hydrolase;;;;;0.505025825448657;1;ns;FALSE;TRUE
gfam_10078;1.24996527874226;12.6008400560037;0.0991969799780694;1001.peg.7863;CT04_07863;cutinase precursor;;Yes;GLRG_11172T0;;0.986980432642039;1;ns;TRUE;TRUE
gfam_10079;4.54571282459231;7.49882830807686;NA;1001.peg.10405;CT04_10405;HET and ankyrin domain protein;;;GLRG_07446T0;;0.193798837036245;1;ns;FALSE;FALSE
gfam_1007;0;4.50112528132033;NA;1001.peg.1390;CT04_01390;homoserine kinase;;;GLRG_06589T0;;1;1;ns;FALSE;FALSE
gfam_10080;0.599970001499925;0.85726532361766;NA;1001.peg.13113;CT04_13114;hypothetical protein;;;GLRG_01952T0;;0.462152271218561;1;ns;FALSE;FALSE
gfam_10081;7.11148295335704;13.9458572600492;0.509935160008367;1001.peg.833;CT04_00833;hypothetical protein;;Yes;;EFF;0.317543837856522;1;ns;FALSE;TRUE
gfam_10083;1.84608284296758;4.8004800480048;NA;1001.peg.3365;CT04_03365;hypothetical protein;;;GLRG_09600T0;;0.595515432597376;1;ns;FALSE;FALSE
gfam_10084;0.120962864400629;1.071524243236;NA;1001.peg.9581;CT04_09581;alpha/beta hydrolase fold-3 domain containing protein;;;GLRG_09737T0;;1;1;ns;FALSE;FALSE
gfam_10085;0;0;NA;1001.peg.2720;CT04_02720;hypothetical protein;;;;;1;1;ns;FALSE;FALSE
gfam_10086;1.17537313432836;9.13043478260869;NA;1001.peg.2231;CT04_02231;hypothetical protein, partial;EFF;Yes;GLRG_01794T0;EFF;0.954992050391973;1;ns;FALSE;FALSE
gfam_10087;193.808756098072;500.008856454584;0.38761064648397;1001.peg.5477;CT04_05477;hypothetical protein;;Yes;;EFF;0.232425555714446;1;ns;FALSE;TRUE
gfam_10088;1;0;NA;1001.peg.9236;CT04_09236;;;;;;0.266615693829889;1;ns;FALSE;FALSE
gfam_10089;0.162040787981203;0.833283733111124;NA;1001.peg.2524;CT04_02524;molybdenum cofactor biosynthesis protein;;;GLRG_05878T0;;1;1;ns;FALSE;TRUE
gfam_1008;0.52168242582328;12.0075046904315;0.0434463645255951;1001.peg.279;CT04_00279;hypothetical protein;;;GLRG_06608T0;;0.98224817644773;1;ns;FALSE;FALSE
gfam_10090;8.84086444007858;14.0056022408964;0.631237721021611;0005.peg.4844;CH063_04844T0;character(0);character(0);character(0);character(0);character(0);0.133245217014708;1;ns;FALSE;FALSE
gfam_10091;0.35003500350035;0.571265352756355;NA;1001.peg.12645;CT04_12646;methyltransferase domain-containing protein;;;GLRG_10260T0;;1;1;ns;FALSE;FALSE
gfam_10092;0;0;NA;1001.peg.6849;CT04_06849;short-chain dehydrogenase/reductase;;;GLRG_10949T0;;1;1;ns;FALSE;TRUE
gfam_10094;5.28063367604113;13.7448456828689;0.384190102812338;1001.peg.2074;CT04_02074;tyrosinase central domain-containing protein;;Yes;GLRG_09093T0;;0.600087423381697;1;ns;FALSE;FALSE
gfam_10096;16.5684295518773;24.9017038007864;0.665353249899072;1001.peg.6521;CT04_06521;hypothetical protein;;;GLRG_08176T0;;0.0359300187469131;0.730398291541726;ns;FALSE;TRUE
gfam_10097;3.27242977911099;18.0072028811525;0.181728933733297;1001.peg.3066;CT04_03066;SAM-dependent methyltransferase COQ5 family protein;;;GLRG_02678T0;;0.945940275693047;1;ns;FALSE;FALSE
gfam_10098;0;15.4307758251179;0;1001.peg.204;CT04_00204;hypothetical protein;;Yes;;;1;1;ns;FALSE;FALSE
gfam_10099;1.19990400767939;9.23361034164358;NA;1001.peg.8976;CT04_08976;base excision DNA repair protein;;;GLRG_10972T0;;0.954992050391973;1;ns;FALSE;TRUE
gfam_1009;1;2;NA;1001.peg.11820;CT04_11820;mRNA 3'-end-processing protein RNA14;;;GLRG_06681T0;;0.605549016099717;1;ns;FALSE;FALSE
gfam_100;3.96382785425455;12.9300743750917;0.306558782205493;1001.peg.6529;CT04_06529;phosphate-repressible phosphate permease;;;GLRG_09610T0;;0.703005042723756;1;ns;FALSE;TRUE
gfam_10100;0.281214848143982;13.5135135135135;0.0208098987626547;1001.peg.3829;CT04_03829;prostacyclin synthase;;;GLRG_11642T0;;1;1;ns;FALSE;TRUE
gfam_10101;3.01059082845008;2.9635117614373;NA;1001.peg.2195;CT04_02195;aflatoxin biosynthesis ketoreductase Nor-1;;;GLRG_06634T0;;0.196565063930517;1;ns;FALSE;TRUE
gfam_10104;2.77638530058227;21.4562431707559;0.129397550097045;1001.peg.11548;CT04_11548;hypothetical protein;;;;;0.972928706788177;1;ns;FALSE;FALSE
gfam_10105;0;7.71538791255894;NA;1001.peg.11482;CT04_11482;major facilitator superfamily transporter;;;GLRG_10288T0;;1;1;ns;FALSE;FALSE
gfam_10106;0.857632933104631;0;NA;1001.peg.32;CT04_00032;NADH-ubiquinone oxidoreductase;;;GLRG_10162T0;;0.266618469760858;1;ns;TRUE;TRUE
gfam_10107;15.58682542137;28.9705121572685;0.538023813205505;1001.peg.6419;CT04_06419;RTA1 domain containing protein (7-aminocholesterol resistance protein);;;GLRG_06917T0;;0.120398011986067;1;ns;FALSE;FALSE
gfam_10108;0.441150520557614;0.272776868521549;NA;1001.peg.11232;CT04_11232;hypothetical protein;;Yes;;;1;1;ns;FALSE;FALSE
gfam_10109;0;0;NA;1001.peg.763;CT04_00763;hypothetical protein;;Yes;GLRG_01903T0;;1;1;ns;FALSE;TRUE
gfam_1010;1.71416327405185;0;NA;1001.peg.11814;CT04_11814;surfeit locus protein 6;;;GLRG_06715T0;;0.0710846683031545;0.906044421928175;ns;FALSE;TRUE
gfam_10110;1.4998500149985;3.00150075037519;NA;1001.peg.3224;CT04_03224;regulatory protein (AmdA );;;GLRG_08853T0;;0.710717033072229;1;ns;FALSE;TRUE
gfam_10111;3.51471788112722;8.28892835997632;NA;1001.peg.3732;CT04_03732;ankyrin repeat protein;;;;;0.403120709662422;1;ns;FALSE;FALSE
gfam_10112;0;0;NA;1001.peg.1364;CT04_01364;hypothetical protein;;;GLRG_00917T0;;1;1;ns;FALSE;FALSE
gfam_10113;2.81320330082521;4.61254612546125;NA;1001.peg.5278;CT04_05278;ankyrin repeat protein (B-cell lymphoma 3-encoded protein);;;GLRG_01083T0;;0.363246786278518;1;ns;FALSE;FALSE
gfam_10114;1;2;NA;1001.peg.10819;CT04_10819;reverse transcriptase;;;;;0.605549016099717;1;ns;FALSE;FALSE
gfam_10115;0.285724490160363;0.624921884764404;NA;1001.peg.4112;CT04_04112;related to C6 zinc-finger protein PRO1A;;;GLRG_00869T0;;1;1;ns;FALSE;TRUE
gfam_10118;0.381463342603303;0.884806606555996;NA;1001.peg.8181;CT04_08181;hypothetical protein;;;GLRG_09392T0;;1;1;ns;FALSE;FALSE
gfam_10119;1.71438367906738;8.99820035992801;NA;1001.peg.3128;CT04_03128;dimeric alpha-beta barrel doman containing protein;;;;;0.834994247471004;1;ns;FALSE;FALSE
gfam_1011;0;2.9940119760479;NA;1001.peg.2172;CT04_02172;MBOAT family protein;;;GLRG_00675T0;;1;1;ns;FALSE;FALSE
gfam_10120;0;0;NA;1001.peg.11468;CT04_11468;aminodeoxychorismate lyase;;;GLRG_10192T0;;1;1;ns;FALSE;FALSE
gfam_10121;1.25;0;NA;1001.peg.10151;CT04_10151;heat shock protein;;;;;0.266615693829889;1;ns;FALSE;FALSE
gfam_10122;11.8773450640445;19.5182827904655;0.608524079272306;1001.peg.11569;CT04_11569;pectate lyase;;Yes;GLRG_00244T0;;0.119470342211473;1;ns;FALSE;FALSE
gfam_10123;0;0;NA;1001.peg.9770;CT04_09770;fungal specific transcription factor domain protein;;;GLRG_10236T0;;1;1;ns;FALSE;FALSE
gfam_10124;1;0;NA;1001.peg.4105;CT04_04105;drug resistance transporter;;;GLRG_04719T0;;0.266615693829889;1;ns;FALSE;TRUE
gfam_10125;4.79484896225769;6.56147476956726;NA;1001.peg.945;CT04_00945;metalloprotease 1;;Yes;GLRG_06286T0;;0.193796532777232;1;ns;FALSE;FALSE
gfam_10127;2.17733155921132;2.41092954728101;NA;1001.peg.12505;CT04_12505;cytochrome P450;;;GLRG_04470T0;;0.290044965182178;1;ns;FALSE;TRUE
gfam_10128;25.2006300157504;38.5686736661667;0.653396334908373;1004.peg.13100;CBS127_13100;character(0);character(0);character(0);character(0);character(0);0.0205096277293299;0.490072157321883;ns;FALSE;FALSE
gfam_10129;0;2;NA;2001.peg.2858;VDAG_02858T0;character(0);character(0);character(0);character(0);character(0);1;1;ns;FALSE;FALSE
gfam_1012;3.06590123418167;18.8114949503706;0.162980201322132;1001.peg.2167;CT04_02167;Golgi complex component (vacuolar assembly/sorting protein VPS8);;;GLRG_00676T0;;0.956934257054685;1;ns;FALSE;FALSE
gfam_10130;1.52730049637266;3.52920416446091;NA;1001.peg.10382;CT04_10382;ankyrin repeat domain protein;;;;;0.505025825448657;1;ns;FALSE;FALSE
gfam_10131;3.38736994918945;3.94632991318074;NA;1001.peg.8180;CT04_08180;chromodomain protein;;;;;0.278803986568649;1;ns;FALSE;FALSE
gfam_10132;0.117653979645862;0.999857163262391;NA;1001.peg.3250;CT04_03250;alcohol dehydrogenase protein;;;GLRG_07875T0;;1;1;ns;FALSE;FALSE
gfam_10135;10.3375984963493;16.4979377577803;0.626599436130991;1001.peg.13227;CT04_13246;monooxygenase y4iD;;;GLRG_08054T0;;0.128743828283319;1;ns;FALSE;FALSE
gfam_10136;0;0;NA;1001.peg.8398;CT04_08398;Interferon-induced GTP-binding protein Mx2 (dynamin family protein);;;GLRG_10655T0;;1;1;ns;FALSE;TRUE
gfam_10137;0;1.5;NA;0003.peg.6659;Cob_06663;character(0);character(0);character(0);character(0);character(0);1;1;ns;FALSE;TRUE
gfam_10138;0;2.9940119760479;NA;1001.peg.3175;CT04_03175;phosphoribosyl transferase domain protein;;;GLRG_07601T0;;1;1;ns;FALSE;FALSE
gfam_10139;0.857632933104631;0;NA;1001.peg.9814;CT04_09814;vegetative incompatibility protein HET-E-1;;;GLRG_10914T0;;0.266618469760858;1;ns;FALSE;FALSE
gfam_1013;4.22813116602462;6.27936183078283;NA;1001.peg.6720;CT04_06720;nuclear import and export protein;;;GLRG_06777T0;;0.264147491425438;1;ns;FALSE;FALSE
gfam_10141;0.243828695711541;0.708367981767224;NA;1001.peg.1809;CT04_01809;ACC synthase;;;GLRG_09800T0;;1;1;ns;FALSE;FALSE
gfam_10143;2.33320371090495;10.5017502917153;0.222172842249505;1001.peg.5498;CT04_05498;hypothetical protein;;;;;0.898340753228272;1;ns;FALSE;FALSE
gfam_10144;1;0;NA;1001.peg.7365;CT04_07365;hypothetical protein;;Yes;GLRG_10032T0;;0.266615693829889;1;ns;FALSE;FALSE
gfam_10145;0;0;NA;1001.peg.43;CT04_00043;hypothetical protein;;;GLRG_10035T0;;1;1;ns;FALSE;FALSE
gfam_10146;0;0;NA;1001.peg.5800;CT04_05800;sterigmatocystin 8-O-methyltransferase;;;GLRG_10087T0;;1;1;ns;FALSE;TRUE
gfam_10147;27.1963078951706;37.792029317453;0.71963078951706;1001.peg.3182;CT04_03182;benzoate 4-monooxygenase cytochrome P450;;;GLRG_10099T0;;0.00657365884504383;0.242534684791104;ns;FALSE;FALSE
gfam_10148;14.2513885059282;32.6283987915408;0.436778666246504;1001.peg.7315;CT04_07315;hypothetical protein;;;GLRG_10229T0;;0.366038490814676;1;ns;FALSE;FALSE
gfam_10149;37.2235147053717;95.704158290128;0.388943546136504;1001.peg.7981;CT04_07981;methyltransferase domain-containing protein;;;GLRG_10260T0;;0.413501461935297;1;ns;FALSE;FALSE
gfam_1014;3.83307779481368;1.66722240746916;NA;1001.peg.11481;CT04_11481;hsp70-like protein;;;GLRG_06814T0;;0.0470523037420941;0.867703188311597;ns;FALSE;FALSE
gfam_10151;1;0;NA;1001.peg.8803;CT04_08803;hypothetical protein;;Yes;GLRG_10263T0;;0.266615693829889;1;ns;FALSE;TRUE
gfam_10152;0;2;NA;1001.peg.3526;CT04_03526;hypothetical protein;;;GLRG_10287T0;;1;1;ns;FALSE;TRUE
gfam_10153;1.89453741711399;5.14579759862779;NA;1001.peg.2978;CT04_02978;dienelactone hydrolase family protein;;;GLRG_08975T0;;0.595508837782303;1;ns;FALSE;TRUE
gfam_10157;0.272702481592582;1.20048019207683;NA;0003.peg.1329;Cob_01330;character(0);character(0);character(0);character(0);character(0);1;1;ns;FALSE;TRUE
gfam_10158;3.33305557870177;3.33444481493831;NA;1001.peg.2343;CT04_02343;heterokaryon incompatibility protein;;;GLRG_10495T0;;0.196565063930517;1;ns;FALSE;FALSE
gfam_10159;0.387137361174962;4.84972241720375;NA;1001.peg.1457;CT04_01457;glycosyl hydrolase family 10;;Yes;GLRG_08966T0;;1;1;ns;FALSE;FALSE
gfam_1015;2.38526639297264;8.35883274871259;NA;2001.peg.6907;VDAG_06907T0;character(0);character(0);character(0);character(0);character(0);0.791361835859015;1;ns;FALSE;FALSE
gfam_10160;0.410964533760736;1.84608284296758;NA;1001.peg.8791;CT04_08791;methyltransferase type 11;;;GLRG_10543T0;;1;1;ns;FALSE;FALSE
gfam_10161;0;0;NA;1001.peg.13044;CT04_13045;hypothetical protein;;;GLRG_10658T0;;1;1;ns;FALSE;FALSE
gfam_10162;1.8153396197872;15.8758158405362;0.114346225606374;1001.peg.13241;CT04_13260;hypothetical protein;;;GLRG_10669T0;;0.97158984537189;1;ns;FALSE;FALSE
gfam_10163;0;0;NA;1002.peg.3447;CBS495_03447;character(0);character(0);character(0);character(0);character(0);1;1;ns;FALSE;FALSE
gfam_10164;17.5712809136058;33.2100746528989;0.529094893560318;1001.peg.1316;CT04_01316;vacuolar membrane PQ-loop repeat protein;;;GLRG_01072T0;;0.110147165455895;1;ns;FALSE;FALSE
gfam_10165;5.49298750264086;11.3525453331279;0.48385514802674;1001.peg.12217;CT04_12217;PEBP-like protein;;;GLRG_10748T0;;0.430123197679139;1;ns;FALSE;TRUE
gfam_10166;1.46337894197702;5.53888760673898;NA;1001.peg.5696;CT04_05696;pectin methylesterase;;Yes;GLRG_10770T0;;0.885892834181691;1;ns;FALSE;FALSE
gfam_10168;0.272702481592582;1.20048019207683;NA;1001.peg.1320;CT04_01320;tannase subunit;;;GLRG_01080T0;;1;1;ns;FALSE;FALSE
gfam_10169;0.899955002249888;1.71453064723532;NA;1001.peg.621;CT04_00621;hypothetical protein;EFF;Yes;GLRG_10803T0;EFF;0.60554738774158;1;ns;FALSE;FALSE
gfam_1016;0;12.012012012012;0;1001.peg.1498;CT04_01498;C2 domain-containing protein;;;GLRG_06948T0;;1;1;ns;FALSE;FALSE
gfam_10170;0;0;NA;1001.peg.10694;CT04_10694;hypothetical protein;;;GLRG_10805T0;;1;1;ns;FALSE;TRUE
gfam_10171;0.236817177139249;1.28644939965695;NA;1001.peg.3026;CT04_03026;flavin-binding monooxygenase-like family protein;;Yes;GLRG_10825T0;;1;1;ns;FALSE;FALSE
gfam_10172;0;0;NA;1001.peg.4486;CT04_04486;2-hydroxyacid dehydrogenase;;;GLRG_10848T0;;1;1;ns;FALSE;FALSE
gfam_10174;1.75618322845017;0.692201199815413;NA;0004.peg.3784;CS_03784;character(0);character(0);character(0);character(0);character(0);0.175348639287296;1;ns;FALSE;FALSE
gfam_10175;1.61522930487453;19.0995907230559;0.0845687914623594;1001.peg.12070;CT04_12070;hypothetical protein;;;GLRG_10954T0;;0.987174339478891;1;ns;FALSE;FALSE
gfam_10176;1.49981252343457;12.012012012012;0.124859392575928;0001.peg.10982;GLRG_10982T0;character(0);character(0);character(0);character(0);character(0);0.982247302903811;1;ns;FALSE;FALSE
gfam_10177;0;0;NA;1001.peg.1721;CT04_01721;flavin-containing monooxygenase;;;GLRG_11001T0;;1;1;ns;FALSE;FALSE
